date,category,dish_name,quantity_sold,unit_cost,selling_price,total_cost,total_revenue,waste_qty,waste_cost,day_of_week
2024-06-22,Contorni,Patate al Forno,13,1.2,5,15.6,65,0.7,0.84,Sabato
2024-06-22,Contorni,Verdure Grigliate,19,2.5,7,47.5,133,1.9,4.75,Sabato
2024-06-22,Dolci,Tiramisù,20,2.8,8,56,160,0.8,2.24,Sabato
2024-06-22,Dolci,Panna Cotta,19,2.2,7,41.8,133,0.7,1.54,Sabato
2024-06-22,Dolci,Cheesecake,21,3.5,9,73.5,189,1.2,4.2,Sabato
2024-06-22,Dolci,Profiterole,25,3.2,8,80,200,1.7,5.44,Sabato
2024-06-23,Antipasti,Bruschetta Pomodoro,30,2.5,8,75,240,1.2,3,Domenica
2024-06-23,Antipasti,Carpaccio di Manzo,27,5.2,16,140.4,432,1.9,9.88,Domenica
2024-06-23,Antipasti,Caprese,25,3.8,12,95,300,1.2,4.56,Domenica
2024-06-23,Antipasti,Prosciutto e Melone,17,4.5,14,76.5,238,1,4.5,Domenica
2024-06-23,Primi,Spaghetti Carbonara,38,3.2,14,121.6,532,1.7,5.44,Domenica
2024-06-23,Primi,Risotto Funghi,50,4.8,16,240,800,3.1,14.88,Domenica
2024-06-23,Primi,Penne Arrabbiata,53,2.8,12,148.4,636,1.4,3.92,Domenica
2024-06-23,Primi,Tagliatelle Bolognese,29,4.2,15,121.8,435,1.5,6.3,Domenica
2024-06-23,Primi,Gnocchi 4 Formaggi,32,3.9,14,124.8,448,1.1,4.29,Domenica
2024-06-23,Secondi,Tagliata di Manzo,41,8.5,28,348.5,1148,4.8,40.8,Domenica
2024-06-23,Secondi,Filetto di Branzino,28,7.2,26,201.6,728,3.5,25.2,Domenica
2024-06-23,Secondi,Pollo alla Griglia,37,4.8,18,177.6,666,3.4,16.32,Domenica
2024-06-23,Secondi,Costata di Maiale,43,6.2,22,266.6,946,3.6,22.32,Domenica
2024-06-23,Contorni,Insalata Mista,12,1.8,6,21.6,72,1.4,2.52,Domenica
2024-06-23,Contorni,Patate al Forno,15,1.2,5,18,75,0.9,1.08,Domenica
2024-06-23,Contorni,Verdure Grigliate,19,2.5,7,47.5,133,1.7,4.25,Domenica
2024-06-23,Dolci,Tiramisù,14,2.8,8,39.2,112,0.5,1.4,Domenica
2024-06-23,Dolci,Panna Cotta,20,2.2,7,44,140,1.1,2.42,Domenica
2024-06-23,Dolci,Cheesecake,17,3.5,9,59.5,153,0.8,2.8,Domenica
2024-06-23,Dolci,Profiterole,20,3.2,8,64,160,1.2,3.84,Domenica
2024-06-24,Antipasti,Bruschetta Pomodoro,19,2.5,8,47.5,152,1.1,2.75,Lunedì
2024-06-24,Antipasti,Carpaccio di Manzo,15,5.2,16,78,240,1.2,6.24,Lunedì
2024-06-24,Antipasti,Caprese,21,3.8,12,79.8,252,1.1,4.18,Lunedì
2024-06-24,Antipasti,Prosciutto e Melone,19,4.5,14,85.5,266,1,4.5,Lunedì
2024-06-24,Primi,Spaghetti Carbonara,38,3.2,14,121.6,532,1.4,4.48,Lunedì
2024-06-24,Primi,Risotto Funghi,31,4.8,16,148.8,496,2.1,10.08,Lunedì
2024-06-24,Primi,Penne Arrabbiata,37,2.8,12,103.6,444,1.2,3.36,Lunedì
2024-06-24,Primi,Tagliatelle Bolognese,31,4.2,15,130.2,465,1.4,5.88,Lunedì
2024-06-24,Primi,Gnocchi 4 Formaggi,32,3.9,14,124.8,448,1.2,4.68,Lunedì
2024-06-24,Secondi,Tagliata di Manzo,23,8.5,28,195.5,644,2.4,20.4,Lunedì
2024-06-24,Secondi,Filetto di Branzino,26,7.2,26,187.2,676,3.2,23.04,Lunedì
2024-06-24,Secondi,Pollo alla Griglia,23,4.8,18,110.4,414,2.1,10.08,Lunedì
2024-06-24,Secondi,Costata di Maiale,26,6.2,22,161.2,572,2.1,13.02,Lunedì
2024-06-24,Contorni,Insalata Mista,10,1.8,6,18,60,1.1,1.98,Lunedì
2024-06-24,Contorni,Patate al Forno,15,1.2,5,18,75,0.8,0.96,Lunedì
2024-06-24,Contorni,Verdure Grigliate,11,2.5,7,27.5,77,1,2.5,Lunedì
2024-06-24,Dolci,Tiramisù,16,2.8,8,44.8,128,0.5,1.4,Lunedì
2024-06-24,Dolci,Panna Cotta,10,2.2,7,22,70,0.4,0.88,Lunedì
2024-06-24,Dolci,Cheesecake,17,3.5,9,59.5,153,0.8,2.8,Lunedì
2024-06-24,Dolci,Profiterole,18,3.2,8,57.6,144,1.4,4.48,Lunedì
2024-06-25,Antipasti,Bruschetta Pomodoro,13,2.5,8,32.5,104,0.7,1.75,Martedì
2024-06-25,Antipasti,Carpaccio di Manzo,18,5.2,16,93.6,288,1.5,7.8,Martedì
2024-06-25,Antipasti,Caprese,18,3.8,12,68.4,216,1.2,4.56,Martedì
2024-06-25,Antipasti,Prosciutto e Melone,17,4.5,14,76.5,238,1.3,5.85,Martedì
2024-06-25,Primi,Spaghetti Carbonara,35,3.2,14,112,490,1.1,3.52,Martedì
2024-06-25,Primi,Risotto Funghi,25,4.8,16,120,400,1.4,6.72,Martedì
2024-06-25,Primi,Penne Arrabbiata,35,2.8,12,98,420,1.1,3.08,Martedì
2024-06-25,Primi,Tagliatelle Bolognese,24,4.2,15,100.8,360,0.9,3.78,Martedì
2024-06-25,Primi,Gnocchi 4 Formaggi,22,3.9,14,85.8,308,0.7,2.73,Martedì
2024-06-25,Secondi,Tagliata di Manzo,16,8.5,28,136,448,1.5,12.75,Martedì
2024-06-25,Secondi,Filetto di Branzino,27,7.2,26,194.4,702,3.2,23.04,Martedì
2024-06-25,Secondi,Pollo alla Griglia,22,4.8,18,105.6,396,1.5,7.2,Martedì
2024-06-25,Secondi,Costata di Maiale,26,6.2,22,161.2,572,2.5,15.5,Martedì
2024-06-25,Contorni,Insalata Mista,14,1.8,6,25.2,84,1.4,2.52,Martedì
2024-06-25,Contorni,Patate al Forno,10,1.2,5,12,50,0.7,0.84,Martedì
2024-06-25,Contorni,Verdure Grigliate,14,2.5,7,35,98,1.3,3.25,Martedì
2024-06-25,Dolci,Tiramisù,12,2.8,8,33.6,96,0.5,1.4,Martedì
2024-06-25,Dolci,Panna Cotta,17,2.2,7,37.4,119,0.7,1.54,Martedì
2024-06-25,Dolci,Cheesecake,14,3.5,9,49,126,0.9,3.15,Martedì
2024-06-25,Dolci,Profiterole,15,3.2,8,48,120,1.1,3.52,Martedì
2024-06-26,Antipasti,Bruschetta Pomodoro,22,2.5,8,55,176,1.2,3,Mercoledì
2024-06-26,Antipasti,Carpaccio di Manzo,16,5.2,16,83.2,256,1.5,7.8,Mercoledì
2024-06-26,Antipasti,Caprese,15,3.8,12,57,180,0.7,2.66,Mercoledì
2024-06-26,Antipasti,Prosciutto e Melone,20,4.5,14,90,280,1.6,7.2,Mercoledì
2024-06-26,Primi,Spaghetti Carbonara,34,3.2,14,108.8,476,1.3,4.16,Mercoledì
2024-06-26,Primi,Risotto Funghi,32,4.8,16,153.6,512,1.8,8.64,Mercoledì
2024-06-26,Primi,Penne Arrabbiata,31,2.8,12,86.8,372,0.9,2.52,Mercoledì
2024-06-26,Primi,Tagliatelle Bolognese,21,4.2,15,88.2,315,1.2,5.04,Mercoledì
2024-06-26,Primi,Gnocchi 4 Formaggi,21,3.9,14,81.9,294,0.8,3.12,Mercoledì
2024-06-26,Secondi,Tagliata di Manzo,18,8.5,28,153,504,1.8,15.3,Mercoledì
2024-06-26,Secondi,Filetto di Branzino,20,7.2,26,144,520,2.1,15.12,Mercoledì
2024-06-26,Secondi,Pollo alla Griglia,27,4.8,18,129.6,486,2.5,12,Mercoledì
2024-06-26,Secondi,Costata di Maiale,26,6.2,22,161.2,572,2.2,13.64,Mercoledì
2024-06-26,Contorni,Insalata Mista,10,1.8,6,18,60,1,1.8,Mercoledì
2024-06-26,Contorni,Patate al Forno,12,1.2,5,14.4,60,0.7,0.84,Mercoledì
2024-06-26,Contorni,Verdure Grigliate,13,2.5,7,32.5,91,1.1,2.75,Mercoledì
2024-06-26,Dolci,Tiramisù,18,2.8,8,50.4,144,0.8,2.24,Mercoledì
2024-06-26,Dolci,Panna Cotta,18,2.2,7,39.6,126,1,2.2,Mercoledì
2024-06-26,Dolci,Cheesecake,16,3.5,9,56,144,0.8,2.8,Mercoledì
2024-06-26,Dolci,Profiterole,11,3.2,8,35.2,88,0.7,2.24,Mercoledì
2024-06-27,Antipasti,Bruschetta Pomodoro,15,2.5,8,37.5,120,0.6,1.5,Giovedì
2024-06-27,Antipasti,Carpaccio di Manzo,12,5.2,16,62.4,192,0.8,4.16,Giovedì
2024-06-27,Antipasti,Caprese,14,3.8,12,53.2,168,0.9,3.42,Giovedì
2024-06-27,Antipasti,Prosciutto e Melone,19,4.5,14,85.5,266,1.2,5.4,Giovedì
2024-06-27,Primi,Spaghetti Carbonara,36,3.2,14,115.2,504,1.5,4.8,Giovedì
2024-06-27,Primi,Risotto Funghi,29,4.8,16,139.2,464,2,9.6,Giovedì
2024-06-27,Primi,Penne Arrabbiata,32,2.8,12,89.6,384,1,2.8,Giovedì
2024-06-27,Primi,Tagliatelle Bolognese,33,4.2,15,138.6,495,1.5,6.3,Giovedì
2024-06-27,Primi,Gnocchi 4 Formaggi,26,3.9,14,101.4,364,1.2,4.68,Giovedì
2024-06-27,Secondi,Tagliata di Manzo,19,8.5,28,161.5,532,1.6,13.6,Giovedì
2024-06-27,Secondi,Filetto di Branzino,22,7.2,26,158.4,572,3,21.6,Giovedì
2024-06-27,Secondi,Pollo alla Griglia,27,4.8,18,129.6,486,2.1,10.08,Giovedì
2024-06-27,Secondi,Costata di Maiale,24,6.2,22,148.8,528,2,12.4,Giovedì
2024-06-27,Contorni,Insalata Mista,12,1.8,6,21.6,72,1.4,2.52,Giovedì
2024-06-27,Contorni,Patate al Forno,9,1.2,5,10.8,45,0.4,0.48,Giovedì
2024-06-27,Contorni,Verdure Grigliate,14,2.5,7,35,98,1.5,3.75,Giovedì
2024-06-27,Dolci,Tiramisù,12,2.8,8,33.6,96,0.5,1.4,Giovedì
2024-06-27,Dolci,Panna Cotta,10,2.2,7,22,70,0.5,1.1,Giovedì
2024-06-27,Dolci,Cheesecake,11,3.5,9,38.5,99,0.7,2.45,Giovedì
2024-06-27,Dolci,Profiterole,10,3.2,8,32,80,0.8,2.56,Giovedì
2024-06-28,Antipasti,Bruschetta Pomodoro,19,2.5,8,47.5,152,1,2.5,Venerdì
2024-06-28,Antipasti,Carpaccio di Manzo,21,5.2,16,109.2,336,1.4,7.28,Venerdì
2024-06-28,Antipasti,Caprese,14,3.8,12,53.2,168,0.8,3.04,Venerdì
2024-06-28,Antipasti,Prosciutto e Melone,20,4.5,14,90,280,1.3,5.85,Venerdì
2024-06-28,Primi,Spaghetti Carbonara,34,3.2,14,108.8,476,1.1,3.52,Venerdì
2024-06-28,Primi,Risotto Funghi,36,4.8,16,172.8,576,1.7,8.16,Venerdì
2024-06-28,Primi,Penne Arrabbiata,22,2.8,12,61.6,264,0.6,1.68,Venerdì
2024-06-28,Primi,Tagliatelle Bolognese,35,4.2,15,147,525,1.4,5.88,Venerdì
2024-06-28,Primi,Gnocchi 4 Formaggi,38,3.9,14,148.2,532,1.7,6.63,Venerdì
2024-06-28,Secondi,Tagliata di Manzo,19,8.5,28,161.5,532,1.8,15.3,Venerdì
2024-06-28,Secondi,Filetto di Branzino,22,7.2,26,158.4,572,2.1,15.12,Venerdì
2024-06-28,Secondi,Pollo alla Griglia,26,4.8,18,124.8,468,2.3,11.04,Venerdì
2024-06-28,Secondi,Costata di Maiale,17,6.2,22,105.4,374,1.7,10.54,Venerdì
2024-06-28,Contorni,Insalata Mista,10,1.8,6,18,60,1.3,2.34,Venerdì
2024-06-28,Contorni,Patate al Forno,8,1.2,5,9.6,40,0.5,0.6,Venerdì
2024-06-28,Contorni,Verdure Grigliate,8,2.5,7,20,56,0.6,1.5,Venerdì
2024-06-28,Dolci,Tiramisù,16,2.8,8,44.8,128,0.7,1.96,Venerdì
2024-06-28,Dolci,Panna Cotta,15,2.2,7,33,105,0.7,1.54,Venerdì
2024-06-28,Dolci,Cheesecake,18,3.5,9,63,162,1.2,4.2,Venerdì
2024-06-28,Dolci,Profiterole,18,3.2,8,57.6,144,1,3.2,Venerdì
2024-06-29,Antipasti,Bruschetta Pomodoro,20,2.5,8,50,160,1,2.5,Sabato
2024-06-29,Antipasti,Carpaccio di Manzo,24,5.2,16,124.8,384,2.2,11.44,Sabato
2024-06-29,Antipasti,Caprese,20,3.8,12,76,240,1.3,4.94,Sabato
2024-06-29,Antipasti,Prosciutto e Melone,32,4.5,14,144,448,2,9,Sabato
2024-06-29,Primi,Spaghetti Carbonara,45,3.2,14,144,630,1.6,5.12,Sabato
2024-06-29,Primi,Risotto Funghi,39,4.8,16,187.2,624,2.5,12,Sabato
2024-06-29,Primi,Penne Arrabbiata,50,2.8,12,140,600,1.3,3.64,Sabato
2024-06-29,Primi,Tagliatelle Bolognese,35,4.2,15,147,525,1.6,6.72,Sabato
2024-06-29,Primi,Gnocchi 4 Formaggi,46,3.9,14,179.4,644,1.5,5.85,Sabato
2024-06-29,Secondi,Tagliata di Manzo,39,8.5,28,331.5,1092,3.2,27.2,Sabato
2024-06-29,Secondi,Filetto di Branzino,38,7.2,26,273.6,988,4.4,31.68,Sabato
2024-06-29,Secondi,Pollo alla Griglia,31,4.8,18,148.8,558,2,9.6,Sabato
2024-06-29,Secondi,Costata di Maiale,33,6.2,22,204.6,726,3,18.6,Sabato
2024-06-29,Contorni,Insalata Mista,14,1.8,6,25.2,84,1.8,3.24,Sabato
2024-06-29,Contorni,Patate al Forno,15,1.2,5,18,75,0.7,0.84,Sabato
2024-06-29,Contorni,Verdure Grigliate,12,2.5,7,30,84,1.2,3,Sabato
2024-06-29,Dolci,Tiramisù,19,2.8,8,53.2,152,0.7,1.96,Sabato
2024-06-29,Dolci,Panna Cotta,21,2.2,7,46.2,147,0.8,1.76,Sabato
2024-06-29,Dolci,Cheesecake,22,3.5,9,77,198,1.4,4.9,Sabato
2024-06-29,Dolci,Profiterole,21,3.2,8,67.2,168,1.5,4.8,Sabato
2024-06-30,Antipasti,Bruschetta Pomodoro,21,2.5,8,52.5,168,1,2.5,Domenica
2024-06-30,Antipasti,Carpaccio di Manzo,24,5.2,16,124.8,384,1.9,9.88,Domenica
2024-06-30,Antipasti,Caprese,28,3.8,12,106.4,336,1.8,6.84,Domenica
2024-06-30,Antipasti,Prosciutto e Melone,18,4.5,14,81,252,1.1,4.95,Domenica
2024-06-30,Primi,Spaghetti Carbonara,44,3.2,14,140.8,616,1.9,6.08,Domenica
2024-06-30,Primi,Risotto Funghi,34,4.8,16,163.2,544,2.4,11.52,Domenica
2024-06-30,Primi,Penne Arrabbiata,36,2.8,12,100.8,432,1,2.8,Domenica
2024-06-30,Primi,Tagliatelle Bolognese,54,4.2,15,226.8,810,2.9,12.18,Domenica
2024-06-30,Primi,Gnocchi 4 Formaggi,54,3.9,14,210.6,756,2.4,9.36,Domenica
2024-06-30,Secondi,Tagliata di Manzo,30,8.5,28,255,840,2.9,24.65,Domenica
2024-06-30,Secondi,Filetto di Branzino,31,7.2,26,223.2,806,3.2,23.04,Domenica
2024-06-30,Secondi,Pollo alla Griglia,27,4.8,18,129.6,486,2.5,12,Domenica
2024-06-30,Secondi,Costata di Maiale,25,6.2,22,155,550,2.4,14.88,Domenica
2024-06-30,Contorni,Insalata Mista,20,1.8,6,36,120,2.7,4.86,Domenica
2024-06-30,Contorni,Patate al Forno,16,1.2,5,19.2,80,0.7,0.84,Domenica
2024-06-30,Contorni,Verdure Grigliate,13,2.5,7,32.5,91,1.4,3.5,Domenica
2024-06-30,Dolci,Tiramisù,18,2.8,8,50.4,144,0.8,2.24,Domenica
2024-06-30,Dolci,Panna Cotta,16,2.2,7,35.2,112,0.7,1.54,Domenica
2024-06-30,Dolci,Cheesecake,19,3.5,9,66.5,171,1,3.5,Domenica
2024-06-30,Dolci,Profiterole,25,3.2,8,80,200,1.5,4.8,Domenica
2024-07-01,Antipasti,Bruschetta Pomodoro,15,2.5,8,37.5,120,0.6,1.5,Lunedì
2024-07-01,Antipasti,Carpaccio di Manzo,13,5.2,16,67.6,208,1,5.2,Lunedì
2024-07-01,Antipasti,Caprese,20,3.8,12,76,240,1.3,4.94,Lunedì
2024-07-01,Antipasti,Prosciutto e Melone,13,4.5,14,58.5,182,0.8,3.6,Lunedì
2024-07-01,Primi,Spaghetti Carbonara,32,3.2,14,102.4,448,1.3,4.16,Lunedì
2024-07-01,Primi,Risotto Funghi,28,4.8,16,134.4,448,1.5,7.2,Lunedì
2024-07-01,Primi,Penne Arrabbiata,24,2.8,12,67.2,288,0.7,1.96,Lunedì
2024-07-01,Primi,Tagliatelle Bolognese,29,4.2,15,121.8,435,1.3,5.46,Lunedì
2024-07-01,Primi,Gnocchi 4 Formaggi,36,3.9,14,140.4,504,1.5,5.85,Lunedì
2024-07-01,Secondi,Tagliata di Manzo,26,8.5,28,221,728,2.4,20.4,Lunedì
2024-07-01,Secondi,Filetto di Branzino,26,7.2,26,187.2,676,2.5,18,Lunedì
2024-07-01,Secondi,Pollo alla Griglia,28,4.8,18,134.4,504,2,9.6,Lunedì
2024-07-01,Secondi,Costata di Maiale,19,6.2,22,117.8,418,1.9,11.78,Lunedì
2024-07-01,Contorni,Insalata Mista,9,1.8,6,16.2,54,1.1,1.98,Lunedì
2024-07-01,Contorni,Patate al Forno,15,1.2,5,18,75,0.8,0.96,Lunedì
2024-07-01,Contorni,Verdure Grigliate,9,2.5,7,22.5,63,0.8,2,Lunedì
2024-07-01,Dolci,Tiramisù,14,2.8,8,39.2,112,0.5,1.4,Lunedì
2024-07-01,Dolci,Panna Cotta,17,2.2,7,37.4,119,0.8,1.76,Lunedì
2024-07-01,Dolci,Cheesecake,12,3.5,9,42,108,0.7,2.45,Lunedì
2024-07-01,Dolci,Profiterole,15,3.2,8,48,120,1,3.2,Lunedì
2024-07-02,Antipasti,Bruschetta Pomodoro,19,2.5,8,47.5,152,1,2.5,Martedì
2024-07-02,Antipasti,Carpaccio di Manzo,13,5.2,16,67.6,208,1,5.2,Martedì
2024-07-02,Antipasti,Caprese,19,3.8,12,72.2,228,1.2,4.56,Martedì
2024-07-02,Antipasti,Prosciutto e Melone,19,4.5,14,85.5,266,1.1,4.95,Martedì
2024-07-02,Primi,Spaghetti Carbonara,32,3.2,14,102.4,448,1.2,3.84,Martedì
2024-07-02,Primi,Risotto Funghi,25,4.8,16,120,400,1.6,7.68,Martedì
2024-07-02,Primi,Penne Arrabbiata,24,2.8,12,67.2,288,0.6,1.68,Martedì
2024-07-02,Primi,Tagliatelle Bolognese,29,4.2,15,121.8,435,1.4,5.88,Martedì
2024-07-02,Primi,Gnocchi 4 Formaggi,27,3.9,14,105.3,378,1.2,4.68,Martedì
2024-07-02,Secondi,Tagliata di Manzo,17,8.5,28,144.5,476,1.7,14.45,Martedì
2024-07-02,Secondi,Filetto di Branzino,24,7.2,26,172.8,624,3.3,23.76,Martedì
2024-07-02,Secondi,Pollo alla Griglia,20,4.8,18,96,360,1.7,8.16,Martedì
2024-07-02,Secondi,Costata di Maiale,30,6.2,22,186,660,3.1,19.22,Martedì
2024-07-02,Contorni,Insalata Mista,8,1.8,6,14.4,48,0.8,1.44,Martedì
2024-07-02,Contorni,Patate al Forno,13,1.2,5,15.6,65,0.9,1.08,Martedì
2024-07-02,Contorni,Verdure Grigliate,10,2.5,7,25,70,1.1,2.75,Martedì
2024-07-02,Dolci,Tiramisù,11,2.8,8,30.8,88,0.4,1.12,Martedì
2024-07-02,Dolci,Panna Cotta,17,2.2,7,37.4,119,0.9,1.98,Martedì
2024-07-02,Dolci,Cheesecake,10,3.5,9,35,90,0.5,1.75,Martedì
2024-07-02,Dolci,Profiterole,17,3.2,8,54.4,136,1,3.2,Martedì
2024-07-03,Antipasti,Bruschetta Pomodoro,13,2.5,8,32.5,104,0.6,1.5,Mercoledì
2024-07-03,Antipasti,Carpaccio di Manzo,13,5.2,16,67.6,208,1.1,5.72,Mercoledì
2024-07-03,Antipasti,Caprese,19,3.8,12,72.2,228,1.2,4.56,Mercoledì
2024-07-03,Antipasti,Prosciutto e Melone,22,4.5,14,99,308,1.8,8.1,Mercoledì
2024-07-03,Primi,Spaghetti Carbonara,25,3.2,14,80,350,1.1,3.52,Mercoledì
2024-07-03,Primi,Risotto Funghi,22,4.8,16,105.6,352,1.3,6.24,Mercoledì
2024-07-03,Primi,Penne Arrabbiata,32,2.8,12,89.6,384,0.8,2.24,Mercoledì
2024-07-03,Primi,Tagliatelle Bolognese,22,4.2,15,92.4,330,1.1,4.62,Mercoledì
2024-07-03,Primi,Gnocchi 4 Formaggi,36,3.9,14,140.4,504,1.3,5.07,Mercoledì
2024-07-03,Secondi,Tagliata di Manzo,26,8.5,28,221,728,2.1,17.85,Mercoledì
2024-07-03,Secondi,Filetto di Branzino,18,7.2,26,129.6,468,1.9,13.68,Mercoledì
2024-07-03,Secondi,Pollo alla Griglia,22,4.8,18,105.6,396,1.7,8.16,Mercoledì
2024-07-03,Secondi,Costata di Maiale,21,6.2,22,130.2,462,1.9,11.78,Mercoledì
2024-07-03,Contorni,Insalata Mista,12,1.8,6,21.6,72,1.7,3.06,Mercoledì
2024-07-03,Contorni,Patate al Forno,10,1.2,5,12,50,0.6,0.72,Mercoledì
2024-07-03,Contorni,Verdure Grigliate,13,2.5,7,32.5,91,1,2.5,Mercoledì
2024-07-03,Dolci,Tiramisù,10,2.8,8,28,80,0.3,0.84,Mercoledì
2024-07-03,Dolci,Panna Cotta,17,2.2,7,37.4,119,0.9,1.98,Mercoledì
2024-07-03,Dolci,Cheesecake,14,3.5,9,49,126,0.9,3.15,Mercoledì
2024-07-03,Dolci,Profiterole,11,3.2,8,35.2,88,0.6,1.92,Mercoledì
2024-07-04,Antipasti,Bruschetta Pomodoro,22,2.5,8,55,176,0.9,2.25,Giovedì
2024-07-04,Antipasti,Carpaccio di Manzo,15,5.2,16,78,240,1.2,6.24,Giovedì
2024-07-04,Antipasti,Caprese,21,3.8,12,79.8,252,1.2,4.56,Giovedì
2024-07-04,Antipasti,Prosciutto e Melone,21,4.5,14,94.5,294,1.7,7.65,Giovedì
2024-07-04,Primi,Spaghetti Carbonara,24,3.2,14,76.8,336,0.8,2.56,Giovedì
2024-07-04,Primi,Risotto Funghi,24,4.8,16,115.2,384,1.5,7.2,Giovedì
2024-07-04,Primi,Penne Arrabbiata,36,2.8,12,100.8,432,1.1,3.08,Giovedì
2024-07-04,Primi,Tagliatelle Bolognese,23,4.2,15,96.6,345,1,4.2,Giovedì
2024-07-04,Primi,Gnocchi 4 Formaggi,36,3.9,14,140.4,504,1.3,5.07,Giovedì
2024-07-04,Secondi,Tagliata di Manzo,25,8.5,28,212.5,700,2.9,24.65,Giovedì
2024-07-04,Secondi,Filetto di Branzino,22,7.2,26,158.4,572,2.7,19.44,Giovedì
2024-07-04,Secondi,Pollo alla Griglia,22,4.8,18,105.6,396,1.9,9.12,Giovedì
2024-07-04,Secondi,Costata di Maiale,21,6.2,22,130.2,462,2.1,13.02,Giovedì
2024-07-04,Contorni,Insalata Mista,13,1.8,6,23.4,78,1.6,2.88,Giovedì
2024-07-04,Contorni,Patate al Forno,10,1.2,5,12,50,0.5,0.6,Giovedì
2024-07-04,Contorni,Verdure Grigliate,8,2.5,7,20,56,0.6,1.5,Giovedì
2024-07-04,Dolci,Tiramisù,16,2.8,8,44.8,128,0.5,1.4,Giovedì
2024-07-04,Dolci,Panna Cotta,11,2.2,7,24.2,77,0.5,1.1,Giovedì
2024-07-04,Dolci,Cheesecake,14,3.5,9,49,126,0.9,3.15,Giovedì
2024-07-04,Dolci,Profiterole,16,3.2,8,51.2,128,1,3.2,Giovedì
2024-07-05,Antipasti,Bruschetta Pomodoro,15,2.5,8,37.5,120,0.7,1.75,Venerdì
2024-07-05,Antipasti,Carpaccio di Manzo,17,5.2,16,88.4,272,1.4,7.28,Venerdì
2024-07-05,Antipasti,Caprese,18,3.8,12,68.4,216,1.2,4.56,Venerdì
2024-07-05,Antipasti,Prosciutto e Melone,18,4.5,14,81,252,1,4.5,Venerdì
2024-07-05,Primi,Spaghetti Carbonara,37,3.2,14,118.4,518,1.3,4.16,Venerdì
2024-07-05,Primi,Risotto Funghi,29,4.8,16,139.2,464,2,9.6,Venerdì
2024-07-05,Primi,Penne Arrabbiata,31,2.8,12,86.8,372,1,2.8,Venerdì
2024-07-05,Primi,Tagliatelle Bolognese,26,4.2,15,109.2,390,1.3,5.46,Venerdì
2024-07-05,Primi,Gnocchi 4 Formaggi,36,3.9,14,140.4,504,1.6,6.24,Venerdì
2024-07-05,Secondi,Tagliata di Manzo,28,8.5,28,238,784,3,25.5,Venerdì
2024-07-05,Secondi,Filetto di Branzino,22,7.2,26,158.4,572,2.6,18.72,Venerdì
2024-07-05,Secondi,Pollo alla Griglia,20,4.8,18,96,360,1.7,8.16,Venerdì
2024-07-05,Secondi,Costata di Maiale,18,6.2,22,111.6,396,1.5,9.3,Venerdì
2024-07-05,Contorni,Insalata Mista,13,1.8,6,23.4,78,1.3,2.34,Venerdì
2024-07-05,Contorni,Patate al Forno,9,1.2,5,10.8,45,0.6,0.72,Venerdì
2024-07-05,Contorni,Verdure Grigliate,12,2.5,7,30,84,1,2.5,Venerdì
2024-07-05,Dolci,Tiramisù,15,2.8,8,42,120,0.6,1.68,Venerdì
2024-07-05,Dolci,Panna Cotta,13,2.2,7,28.6,91,0.6,1.32,Venerdì
2024-07-05,Dolci,Cheesecake,16,3.5,9,56,144,0.8,2.8,Venerdì
2024-07-05,Dolci,Profiterole,17,3.2,8,54.4,136,1,3.2,Venerdì
2024-07-06,Antipasti,Bruschetta Pomodoro,26,2.5,8,65,208,1.4,3.5,Sabato
2024-07-06,Antipasti,Carpaccio di Manzo,22,5.2,16,114.4,352,1.6,8.32,Sabato
2024-07-06,Antipasti,Caprese,23,3.8,12,87.4,276,1.3,4.94,Sabato
2024-07-06,Antipasti,Prosciutto e Melone,27,4.5,14,121.5,378,1.9,8.55,Sabato
2024-07-06,Primi,Spaghetti Carbonara,39,3.2,14,124.8,546,1.7,5.44,Sabato
2024-07-06,Primi,Risotto Funghi,46,4.8,16,220.8,736,2.5,12,Sabato
2024-07-06,Primi,Penne Arrabbiata,48,2.8,12,134.4,576,1.5,4.2,Sabato
2024-07-06,Primi,Tagliatelle Bolognese,30,4.2,15,126,450,1.5,6.3,Sabato
2024-07-06,Primi,Gnocchi 4 Formaggi,48,3.9,14,187.2,672,1.9,7.41,Sabato
2024-07-06,Secondi,Tagliata di Manzo,33,8.5,28,280.5,924,2.8,23.8,Sabato
2024-07-06,Secondi,Filetto di Branzino,34,7.2,26,244.8,884,4.5,32.4,Sabato
2024-07-06,Secondi,Pollo alla Griglia,23,4.8,18,110.4,414,1.7,8.16,Sabato
2024-07-06,Secondi,Costata di Maiale,27,6.2,22,167.4,594,2.4,14.88,Sabato
2024-07-06,Contorni,Insalata Mista,12,1.8,6,21.6,72,1.6,2.88,Sabato
2024-07-06,Contorni,Patate al Forno,18,1.2,5,21.6,90,1,1.2,Sabato
2024-07-06,Contorni,Verdure Grigliate,14,2.5,7,35,98,1.3,3.25,Sabato
2024-07-06,Dolci,Tiramisù,23,2.8,8,64.4,184,1,2.8,Sabato
2024-07-06,Dolci,Panna Cotta,14,2.2,7,30.8,98,0.7,1.54,Sabato
2024-07-06,Dolci,Cheesecake,18,3.5,9,63,162,1.1,3.85,Sabato
2024-07-06,Dolci,Profiterole,16,3.2,8,51.2,128,1.3,4.16,Sabato
2024-07-07,Antipasti,Bruschetta Pomodoro,20,2.5,8,50,160,0.8,2,Domenica
